fileName,countRef,countCdx
nlmenu.en/images/thumb1_238.gif,0,0
nlmenu.en/images/thumb1_239.gif,0,0
nlmenu.en/images/thumb1_245.gif,0,0
nlmenu.en/images/thumb1_315.gif,0,0
nlmenu.en/images/thumb1_433.gif,0,0
nlmenu.en/images/uitleg2.gif,0,0
nlmenu.en/images/uitleg.eng.gif,0,0
nlmenu.en/images/uitleg.gif,0,0
nlmenu.en/images/vlag.eng.gif,0,0
nlmenu.en/images/vlaggetje.gif,0,0
nlmenu.en/images/vlag.gif,0,0
nlmenu.en/images/vlag_home.gif,0,0
nlmenu.en/images/wegwijzers.gif,0,0
nlmenu.en/images/wetenschap2.gif,0,0
nlmenu.en/images/ziekenhuis2.gif,0,0
nlmenu.en/images/zoek.eng+.gif,0,0
nlmenu.en/images/zoeken+.gif,0,0
nlmenu.en/images/zoek.gif,0,0
nlmenu.en/images/zoekhome.eng.gif,0,0
nlmenu.en/images/zoekhome.gif,0,0
nlmenu.en/images/zoekpad.eng.gif,0,0
nlmenu.en/images/zoekpad.gif,0,0
nlmenu.en/images/zoekresultaat1.gif,0,0
nlmenu.en/images/zoekresultaat2.gif,0,0
nlmenu.en/new/1267.txt,0,0
nlmenu.en/new/224.txt,0,0
nlmenu.en/new/226.txt,0,0
nlmenu.en/new/227.txt,0,0
nlmenu.en/new/228.txt,0,0
nlmenu.en/new/232.txt,0,0
nlmenu.en/new/233.txt,0,0
nlmenu.en/new/236.txt,0,0
nlmenu.en/new/237.txt,0,0
nlmenu.en/new/238.txt,0,0
nlmenu.en/new/239.txt,0,0
nlmenu.en/new/245.txt,0,0
nlmenu.en/new/315.txt,0,0
nlmenu.en/new/433.txt,0,0
nlmenu.en/new/nieuw.txt,0,0
nlmenu.en/profiel,0,0
nlmenu.en/resources/alfabet_provincies.html,1,0
nlmenu.en/resources/old,0,0
nlmenu.en/sections/224/1071/1066/281/937/955.html,0,0
nlmenu.en/sections/224/1071/1066/281/937/956.html,0,0
nlmenu.en/sections/224/1080/1065/281/937/955.html,0,0
nlmenu.en/sections/224/1080/1065/281/937/956.html,0,0
nlmenu.en/sections/224/1080/1066/281/937/955.html,0,0
nlmenu.en/sections/224/1080/1066/281/937/956.html,0,0
nlmenu.en/sections/224/281/937/955.html,0,0
nlmenu.en/sections/224/281/937/956.html,0,0
nlmenu.en/sections/228/1046/1728.html,0,0
nlmenu.en/sections/233/1254/1727/1728.html,0,0
nlmenu.en/sections/233/825/1491/1727/1728.html,0,0
nlmenu.en/sections/236/1046/1728.html,0,0
nlmenu.en/sections/245/1187/1457/1463.html,0,0
nlmenu.en/sections/245/235/1022/1463.html,0,0
nlmenu.en/sections/245/347/832/1382.html,0,0
nlmenu.en/sections/315/1184/1768/1784.html,0,0
nlmenu.en/sections/315/1184/1787/1768/1784.html,0,0
nlmenu.en/sections/433/753/1787/1768/1784.html,0,0
nlmenu.en/sections/info/0.html,0,0
nlmenu.en/sections/info/-1.html,0,0
nlmenu.en/sections/info/-2.html,0,0
nlmenu.en/w3all/www_zv.html,0,0
nlmenu.nl/admin/aanmeldstop.html,0,0
nlmenu.nl/admin/allurls.txt,0,0
nlmenu.nl/admin/fonts,0,0
nlmenu.nl/admin/gastenboek,3,0
nlmenu.nl/admin/home.html,0,0
nlmenu.nl/admin/LEESMIJ,0,0
nlmenu.nl/admin/mailing-old.html,0,0
nlmenu.nl/admin/mail_list.html,0,0
nlmenu.nl/admin/nlinfo.html,0,0
nlmenu.nl/admin/nl-m.dmp,0,0
nlmenu.nl/admin/nlmenu-cities.lst,0,0
nlmenu.nl/admin/nr-sects.txt,7,0
nlmenu.nl/admin/nr-sites.txt,7,0
nlmenu.nl/admin/old,0,0
nlmenu.nl/admin/opdracht_verzonden.html,1,0
nlmenu.nl/admin/styles_nlmenu.css,0,0
nlmenu.nl/admin/styles_nlmenuhome.css,0,0
nlmenu.nl/admin/testmailing.html,0,0
nlmenu.nl/admin/urls.txt,0,0
nlmenu.nl/fset/404.html,0,0
nlmenu.nl/fset/admin2.html,0,0
nlmenu.nl/fset/admin.html,0,0
nlmenu.nl/fset/e-mail.html,0,0
nlmenu.nl/fset/gastenboek.html,0,0
nlmenu.nl/fset/home.html,0,0
nlmenu.nl/fset/mailinglist.html,0,0
nlmenu.nl/fset/new.html,0,0
nlmenu.nl/fset/webwijzers.html,0,0
nlmenu.nl/geor/gem_536.html,0,0
nlmenu.nl/geor/prov_13.html,0,0
nlmenu.nl/home.html,0,0
nlmenu.nl/images/404.gif,0,0
nlmenu.nl/images/aanmelden2.gif,0,0
nlmenu.nl/images/achtergrond_boven.gif,0,0
nlmenu.nl/images/achtergrond_marge.gif,0,0
nlmenu.nl/images/achtergrond_nieuw.gif,0,0
nlmenu.nl/images/alfabet_a.gif,9,0
nlmenu.nl/images/alfabet_bgeo.gif,6,0
nlmenu.nl/images/alfabet_b.gif,9,0
nlmenu.nl/images/alfabet_cgeo.gif,6,0
nlmenu.nl/images/alfabet_c.gif,9,0
